--------------------------------------------------------------------------------
Profile data file '15_10/19/valgrind_BasketballDrive__QP_32_nF_5_SR_32_MSizeL1_16384_AssL1_4_MSizeLL_8388608_AssLL_2_Word_32.txt' (creator: callgrind-3.10.1)
--------------------------------------------------------------------------------
I1 cache: 32768 B, 64 B, 8-way associative
D1 cache: 16384 B, 32 B, 4-way associative
LL cache: 8388608 B, 32 B, 2-way associative
Timerange: Basic block 0 - 115467861981
Trigger: Program termination
Profiled target:  ../../HM-16.2/bin/./TAppEncoderStatic -c ../../HM-16.2/cfg/encoder_lowdelay_main.cfg -c ../../HM-16.2/cfg/per-sequence/BasketballDrive.cfg --QP=32 --SearchRange=32 --FramesToBeEncoded=5 (PID 9620, part 1)
Events recorded:  Ir Dr Dw I1mr D1mr D1mw ILmr DLmr DLmw
Events shown:     Ir Dr Dw I1mr D1mr D1mw ILmr DLmr DLmw
Event sort order: Ir Dr Dw I1mr D1mr D1mw ILmr DLmr DLmw
Thresholds:       100 0 0 0 0 0 0 0 0
Include dirs:     
User annotated:   
Auto-annotation:  on

--------------------------------------------------------------------------------
               Ir              Dr              Dw          I1mr          D1mr          D1mw   ILmr       DLmr       DLmw 
--------------------------------------------------------------------------------
1,605,211,588,512 664,047,431,488 245,220,605,768 3,796,772,023 6,271,312,893 9,633,564,457 80,769 15,755,115 18,003,102  PROGRAM TOTALS

--------------------------------------------------------------------------------
             Ir              Dr             Dw        I1mr          D1mr          D1mw   ILmr      DLmr      DLmw  file:function
--------------------------------------------------------------------------------
294,828,127,494 111,142,265,332 70,353,601,454   9,457,548   422,677,263    46,810,296    173     2,006       193  ???:TComRdCost::xCalcHADs8x8(short*, short*, int, int, int) [/home/mativi/HM-16.2/bin/TAppEncoderStatic]
218,667,953,528 128,343,181,280  8,546,719,544   7,360,307   103,855,722   531,605,734    336         0    31,296  ???:void TComInterpolationFilter::filter<8, true, false, true>(int, short const*, int, short*, int, int, int, short const*) [/home/mativi/HM-16.2/bin/TAppEncoderStatic]
153,980,020,767  83,710,385,674  7,722,500,234  19,778,732   378,973,152   463,707,001    238   988,974    95,155  ???:TComInterpolationFilter::filterHor(ComponentID, short*, int, short*, int, int, int, int, bool, ChromaFormat) [/home/mativi/HM-16.2/bin/TAppEncoderStatic]
138,310,763,958  51,288,804,539 30,358,339,198 377,656,816   747,147,339 1,112,648,518  1,911     2,159    26,217  ???:TComTrQuant::xRateDistOptQuant(TComTU&, int*, int*, int*, int&, ComponentID, QpParam const&) [/home/mativi/HM-16.2/bin/TAppEncoderStatic]
 53,087,457,510  14,349,481,080    921,415,290   1,104,160    53,475,795     1,625,099     76   232,281         .  ???:TComRdCost::xGetSAD16(DistParam*) [/home/mativi/HM-16.2/bin/TAppEncoderStatic]
 48,329,307,859  12,604,337,857 10,227,791,877  87,987,221 1,213,846,039   962,817,829 15,757 6,267,304 8,862,236  ???:__memcpy_ssse3 [/usr/lib/libc-2.21.so]
 47,777,652,668  13,781,488,632  1,716,354,380   3,603,422    75,573,155     3,936,639     54   114,745         .  ???:TComRdCost::xGetSAD8(DistParam*) [/home/mativi/HM-16.2/bin/TAppEncoderStatic]
 46,362,161,896  12,051,217,106    338,924,922     460,162    51,046,922       530,875    132   286,099         1  ???:TComRdCost::xGetSAD32(DistParam*) [/home/mativi/HM-16.2/bin/TAppEncoderStatic]
 35,020,632,330   9,062,722,841  3,508,992,282  10,612,549   123,791,021   295,275,789     90   365,973   355,981  ???:TComInterpolationFilter::filterCopy(int, short const*, int, short*, int, int, int, bool, bool) [/home/mativi/HM-16.2/bin/TAppEncoderStatic]
 30,701,398,640  17,665,641,543  2,204,788,966  23,124,905    19,759,575    85,782,408    457    61,611     3,081  ???:TComInterpolationFilter::filterVer(ComponentID, short*, int, short*, int, int, int, int, bool, bool, ChromaFormat) [/home/mativi/HM-16.2/bin/TAppEncoderStatic]
 29,506,971,696   7,517,664,608     88,693,104     149,563    54,650,206       263,670    223   563,736        16  ???:TComRdCost::xGetSAD64(DistParam*) [/home/mativi/HM-16.2/bin/TAppEncoderStatic]
 27,874,640,080  10,342,958,556  6,015,053,912  11,295,066     7,303,528     4,926,813    195         2         .  ???:TComRdCost::xCalcHADs4x4(short*, short*, int, int, int) [/home/mativi/HM-16.2/bin/TAppEncoderStatic]
 26,441,049,823   4,291,126,332 11,508,404,951  26,840,723    77,082,628 2,704,285,997    446       129 4,945,493  ???:__memset_sse2 [/usr/lib/libc-2.21.so]
 18,364,370,880   7,210,406,382  6,134,242,561 202,067,657   201,519,766    41,613,982  1,510       549       114  ???:TEncSearch::xEstimateResidualQT(TComYuv*, double&, unsigned int&, unsigned int&, unsigned int*, TComTU&)'2 [/home/mativi/HM-16.2/bin/TAppEncoderStatic]
 15,717,463,254   8,466,789,072  1,419,896,304  13,757,539    16,965,271    76,268,932    336       164       277  ???:partialButterfly16(int*, int*, int, int) [/home/mativi/HM-16.2/bin/TAppEncoderStatic]
 15,380,103,714   8,812,819,408    924,492,660   5,726,621     5,968,827    44,546,783    418       306     5,870  ???:partialButterfly32(int*, int*, int, int) [/home/mativi/HM-16.2/bin/TAppEncoderStatic]
 14,198,403,920   7,810,306,720  1,023,365,600   5,574,172     3,952,338    32,972,294    469       334         .  ???:partialButterflyInverse32(int*, int*, int, int, int, int) [/home/mativi/HM-16.2/bin/TAppEncoderStatic]
 13,787,873,967   4,280,122,942  1,873,040,401  29,665,861    14,380,862    39,861,891    422        37       267  ???:TComPrediction::xPredIntraAng(int, short const*, int, short*, int, unsigned int, unsigned int, ChannelType, ChromaFormat, unsigned int, bool, bool, bool) [/home/mativi/HM-16.2/bin/TAppEncoderStatic]
 11,327,290,296   5,746,869,632  1,489,280,240  58,761,132    15,870,466    86,282,592    150        24        65  ???:partialButterfly8(int*, int*, int, int) [/home/mativi/HM-16.2/bin/TAppEncoderStatic]
 10,189,515,760   2,115,001,564  3,045,873,856   2,431,104    53,136,532 1,309,364,434     26         0   105,903  ???:__memset_chk_sse2 [/usr/lib/libc-2.21.so]
  9,966,500,072     936,976,320              0     879,569             0             0      5         .         .  ???:TComRdCost::xGetComponentBits(int) [/home/mativi/HM-16.2/bin/TAppEncoderStatic]
